count_0,count_1,count_2,count_3,total_area_0,total_area_1,total_area_2,total_area_3,mean_area_0,mean_area_1,mean_area_2,mean_area_3
200.0,201.0,6.0,153.0,27653.0,185689.0,27471.0,44414.0,138.0,923.0,4578.0,290.0
246.0,230.0,12.0,125.0,35288.0,169190.0,48091.0,39045.0,143.0,735.0,4007.0,312.0
279.0,220.0,18.0,143.0,37656.0,151622.0,63538.0,47666.0,134.0,689.0,3529.0,333.0
247.0,229.0,14.0,145.0,29687.0,160240.0,57338.0,40446.0,120.0,699.0,4095.0,278.0
363.0,228.0,24.0,131.0,47755.0,173359.0,101638.0,48525.0,131.0,760.0,4234.0,370.0
254.0,236.0,22.0,139.0,32127.0,163009.0,77792.0,41779.0,126.0,690.0,3536.0,300.0
248.0,235.0,19.0,146.0,35397.0,179008.0,64960.0,43556.0,142.0,761.0,3418.0,298.0
262.0,229.0,28.0,132.0,33590.0,163461.0,94404.0,47129.0,128.0,713.0,3371.0,357.0
305.0,239.0,28.0,147.0,39912.0,164080.0,98361.0,63995.0,130.0,686.0,3512.0,435.0
295.0,233.0,33.0,121.0,42334.0,151062.0,113039.0,52738.0,143.0,648.0,3425.0,435.0
275.0,236.0,36.0,151.0,34410.0,144091.0,126156.0,57705.0,125.0,610.0,3504.0,382.0
332.0,256.0,34.0,142.0,49758.0,159941.0,129940.0,51410.0,149.0,624.0,3821.0,362.0
269.0,241.0,38.0,154.0,37624.0,137536.0,137207.0,55695.0,139.0,570.0,3610.0,361.0
312.0,272.0,44.0,170.0,42770.0,160012.0,143697.0,57048.0,137.0,588.0,3265.0,335.0
322.0,277.0,45.0,161.0,44469.0,149652.0,150419.0,69329.0,138.0,540.0,3342.0,430.0
293.0,312.0,38.0,198.0,40180.0,185594.0,129797.0,53235.0,137.0,594.0,3415.0,268.0
528.0,280.0,44.0,174.0,86384.0,178600.0,152673.0,74035.0,163.0,637.0,3469.0,425.0
279.0,339.0,21.0,235.0,37132.0,241370.0,130544.0,85689.0,133.0,712.0,6216.0,364.0
417.0,326.0,21.0,208.0,71019.0,258068.0,133061.0,89357.0,170.0,791.0,6336.0,429.0
385.0,330.0,25.0,229.0,53393.0,252211.0,153631.0,81901.0,138.0,764.0,6145.0,357.0
366.0,376.0,17.0,211.0,49403.0,303282.0,100313.0,63712.0,134.0,806.0,5900.0,301.0
411.0,384.0,15.0,234.0,53436.0,321758.0,89227.0,100195.0,130.0,837.0,5948.0,428.0
350.0,387.0,15.0,239.0,42069.0,319437.0,87717.0,78068.0,120.0,825.0,5847.0,326.0
474.0,401.0,20.0,190.0,65451.0,315261.0,109524.0,78458.0,138.0,786.0,5476.0,412.0
409.0,421.0,14.0,236.0,54171.0,344210.0,95621.0,79353.0,132.0,817.0,6830.0,336.0
484.0,384.0,31.0,224.0,75891.0,293760.0,182232.0,65938.0,156.0,765.0,5878.0,294.0
451.0,406.0,23.0,212.0,65710.0,328142.0,151294.0,75327.0,145.0,808.0,6578.0,355.0
385.0,423.0,28.0,239.0,53257.0,336969.0,162199.0,85449.0,138.0,796.0,5792.0,357.0
327.0,449.0,29.0,261.0,40169.0,313649.0,159984.0,72492.0,122.0,698.0,5516.0,277.0
394.0,445.0,29.0,236.0,50863.0,354578.0,171723.0,74217.0,129.0,796.0,5921.0,314.0
368.0,455.0,29.0,225.0,45552.0,337100.0,190274.0,72853.0,123.0,740.0,6561.0,323.0
