count_0,count_1,count_2,count_3,total_area_0,total_area_1,total_area_2,total_area_3,mean_area_0,mean_area_1,mean_area_2,mean_area_3
261.0,343.0,13.0,149.0,32768.0,234084.0,47137.0,38388.0,125.0,682.0,3625.0,257.0
478.0,301.0,20.0,141.0,73850.0,220676.0,91273.0,60556.0,154.0,733.0,4563.0,429.0
431.0,317.0,21.0,151.0,54042.0,219861.0,89712.0,57689.0,125.0,693.0,4272.0,382.0
389.0,312.0,24.0,134.0,47484.0,215448.0,84622.0,52357.0,122.0,690.0,3525.0,390.0
371.0,308.0,18.0,149.0,46691.0,220041.0,74232.0,51311.0,125.0,714.0,4124.0,344.0
381.0,300.0,25.0,123.0,53026.0,211425.0,98418.0,53963.0,139.0,704.0,3936.0,438.0
377.0,284.0,26.0,156.0,48159.0,199797.0,112548.0,57211.0,127.0,703.0,4328.0,366.0
315.0,307.0,24.0,167.0,42038.0,215167.0,104618.0,49868.0,133.0,700.0,4359.0,298.0
360.0,304.0,31.0,150.0,46289.0,196022.0,137227.0,58146.0,128.0,644.0,4426.0,387.0
440.0,283.0,30.0,143.0,63100.0,195391.0,136015.0,71402.0,143.0,690.0,4533.0,499.0
357.0,306.0,34.0,147.0,44989.0,186311.0,155761.0,56354.0,126.0,608.0,4581.0,383.0
445.0,290.0,34.0,165.0,69861.0,190227.0,162599.0,61707.0,156.0,655.0,4782.0,373.0
381.0,298.0,39.0,165.0,49933.0,194649.0,171593.0,57202.0,131.0,653.0,4399.0,346.0
394.0,324.0,37.0,160.0,47891.0,197757.0,167566.0,59797.0,121.0,610.0,4528.0,373.0
346.0,344.0,36.0,150.0,46272.0,221903.0,150364.0,52581.0,133.0,645.0,4176.0,350.0
432.0,332.0,41.0,157.0,58876.0,196441.0,176696.0,62340.0,136.0,591.0,4309.0,397.0
326.0,329.0,38.0,153.0,41012.0,193813.0,164350.0,46508.0,125.0,589.0,4325.0,303.0
188.0,440.0,19.0,233.0,20461.0,261382.0,101654.0,46584.0,108.0,594.0,5350.0,199.0
411.0,379.0,41.0,172.0,57941.0,224633.0,198173.0,51158.0,140.0,592.0,4833.0,297.0
539.0,364.0,42.0,180.0,76104.0,233050.0,218464.0,66278.0,141.0,640.0,5201.0,368.0
402.0,383.0,38.0,185.0,44340.0,224173.0,200153.0,56591.0,110.0,585.0,5267.0,305.0
450.0,416.0,39.0,181.0,57673.0,254014.0,181145.0,69365.0,128.0,610.0,4644.0,383.0
429.0,398.0,38.0,191.0,55078.0,232388.0,179879.0,68916.0,128.0,583.0,4733.0,360.0
415.0,409.0,34.0,194.0,59515.0,231539.0,169005.0,62485.0,143.0,566.0,4970.0,322.0
434.0,432.0,31.0,187.0,61567.0,264091.0,157745.0,59104.0,141.0,611.0,5088.0,316.0
418.0,408.0,37.0,209.0,48293.0,238635.0,175871.0,68773.0,115.0,584.0,4753.0,329.0
504.0,410.0,38.0,204.0,60846.0,235395.0,199422.0,63416.0,120.0,574.0,5247.0,310.0
504.0,488.0,33.0,206.0,66451.0,280049.0,162796.0,57894.0,131.0,573.0,4933.0,281.0
502.0,408.0,45.0,187.0,64803.0,227348.0,220892.0,67515.0,129.0,557.0,4908.0,361.0
501.0,494.0,46.0,194.0,68813.0,253895.0,203397.0,53023.0,137.0,513.0,4421.0,273.0
478.0,443.0,44.0,220.0,68048.0,223488.0,220953.0,63826.0,142.0,504.0,5021.0,290.0
479.0,476.0,38.0,185.0,62025.0,267169.0,189832.0,52707.0,129.0,561.0,4995.0,284.0
420.0,489.0,40.0,207.0,49888.0,262892.0,180421.0,53921.0,118.0,537.0,4510.0,260.0
443.0,447.0,39.0,200.0,50409.0,260310.0,196294.0,61890.0,113.0,582.0,5033.0,309.0
455.0,493.0,36.0,210.0,56509.0,267229.0,175912.0,64369.0,124.0,542.0,4886.0,306.0
555.0,462.0,39.0,230.0,72851.0,258453.0,208311.0,62071.0,131.0,559.0,5341.0,269.0
520.0,467.0,43.0,216.0,58595.0,245640.0,218838.0,54915.0,112.0,525.0,5089.0,254.0
614.0,493.0,35.0,206.0,77696.0,277698.0,186535.0,69584.0,126.0,563.0,5329.0,337.0
213.0,592.0,18.0,267.0,24989.0,328676.0,100333.0,52529.0,117.0,555.0,5574.0,196.0
488.0,460.0,36.0,210.0,68451.0,249716.0,215646.0,54190.0,140.0,542.0,5990.0,258.0
581.0,492.0,40.0,196.0,72501.0,268923.0,211868.0,60680.0,124.0,546.0,5296.0,309.0
194.0,564.0,21.0,249.0,26200.0,316403.0,136901.0,49259.0,135.0,560.0,6519.0,197.0
411.0,514.0,37.0,208.0,46032.0,283856.0,201285.0,49274.0,112.0,552.0,5440.0,236.0
339.0,516.0,45.0,197.0,39049.0,254923.0,225319.0,42840.0,115.0,494.0,5007.0,217.0
400.0,476.0,39.0,214.0,49156.0,242581.0,241661.0,53973.0,122.0,509.0,6196.0,252.0
432.0,485.0,35.0,211.0,49167.0,258541.0,240197.0,52936.0,113.0,533.0,6862.0,250.0
348.0,503.0,42.0,231.0,40945.0,247007.0,238682.0,40590.0,117.0,491.0,5682.0,175.0
333.0,493.0,40.0,218.0,36572.0,245943.0,233731.0,44079.0,109.0,498.0,5843.0,202.0
479.0,453.0,42.0,229.0,65828.0,222168.0,280638.0,53089.0,137.0,490.0,6681.0,231.0
431.0,463.0,46.0,219.0,46517.0,230835.0,286040.0,46641.0,107.0,498.0,6218.0,212.0
393.0,448.0,42.0,207.0,44142.0,228240.0,276315.0,48090.0,112.0,509.0,6578.0,232.0
357.0,487.0,37.0,251.0,38452.0,248170.0,243558.0,47212.0,107.0,509.0,6582.0,188.0
396.0,458.0,41.0,201.0,43752.0,225875.0,276195.0,40255.0,110.0,493.0,6736.0,200.0
479.0,440.0,44.0,218.0,54023.0,216133.0,293197.0,46381.0,112.0,491.0,6663.0,212.0
355.0,450.0,43.0,224.0,39728.0,210231.0,270615.0,44300.0,111.0,467.0,6293.0,197.0
406.0,443.0,38.0,217.0,45974.0,200270.0,295251.0,51476.0,113.0,452.0,7769.0,237.0
438.0,464.0,44.0,229.0,50792.0,208788.0,302996.0,50052.0,115.0,449.0,6886.0,218.0
421.0,461.0,42.0,229.0,46551.0,214688.0,301482.0,56319.0,110.0,465.0,7178.0,245.0
417.0,476.0,42.0,214.0,46912.0,230443.0,308772.0,48198.0,112.0,484.0,7351.0,225.0
431.0,445.0,43.0,217.0,51768.0,204885.0,321337.0,49945.0,120.0,460.0,7472.0,230.0
481.0,487.0,45.0,202.0,58898.0,222228.0,329769.0,42751.0,122.0,456.0,7328.0,211.0
400.0,430.0,45.0,197.0,44009.0,205829.0,341637.0,39741.0,110.0,478.0,7591.0,201.0
439.0,453.0,44.0,216.0,48590.0,203242.0,330793.0,42950.0,110.0,448.0,7518.0,198.0
364.0,423.0,41.0,230.0,40591.0,208047.0,333888.0,38620.0,111.0,491.0,8143.0,167.0
209.0,335.0,19.0,250.0,29108.0,192180.0,126834.0,50548.0,139.0,573.0,6675.0,202.0
153.0,392.0,13.0,240.0,16350.0,213128.0,96356.0,36057.0,106.0,543.0,7412.0,150.0
164.0,370.0,14.0,186.0,17655.0,210897.0,113131.0,26206.0,107.0,569.0,8080.0,140.0
164.0,380.0,16.0,182.0,20610.0,190358.0,116029.0,29188.0,125.0,500.0,7251.0,160.0
226.0,350.0,23.0,185.0,26198.0,170820.0,145754.0,30769.0,115.0,488.0,6337.0,166.0
281.0,347.0,17.0,146.0,44043.0,205612.0,131686.0,35746.0,156.0,592.0,7746.0,244.0
159.0,322.0,13.0,159.0,36088.0,203927.0,89796.0,26691.0,226.0,633.0,6907.0,167.0
175.0,328.0,12.0,171.0,19329.0,202825.0,88952.0,54843.0,110.0,618.0,7412.0,320.0
162.0,293.0,19.0,133.0,19199.0,168868.0,138543.0,21984.0,118.0,576.0,7291.0,165.0
174.0,275.0,12.0,148.0,23130.0,180257.0,101322.0,31192.0,132.0,655.0,8443.0,210.0
151.0,285.0,15.0,136.0,21211.0,172080.0,109352.0,30444.0,140.0,603.0,7290.0,223.0
133.0,289.0,15.0,139.0,18519.0,172731.0,99680.0,32751.0,139.0,597.0,6645.0,235.0
175.0,262.0,18.0,142.0,33272.0,155572.0,141730.0,30790.0,190.0,593.0,7873.0,216.0
245.0,283.0,15.0,120.0,43140.0,159098.0,124318.0,21083.0,176.0,562.0,8287.0,175.0
178.0,265.0,21.0,113.0,24833.0,132549.0,150055.0,20864.0,139.0,500.0,7145.0,184.0
237.0,277.0,17.0,128.0,32843.0,151693.0,118116.0,30978.0,138.0,547.0,6948.0,242.0
200.0,253.0,15.0,122.0,34853.0,152142.0,131905.0,33828.0,174.0,601.0,8793.0,277.0
151.0,276.0,11.0,141.0,21888.0,175120.0,98374.0,27734.0,144.0,634.0,8943.0,196.0
148.0,257.0,15.0,137.0,18955.0,160868.0,117896.0,31447.0,128.0,625.0,7859.0,229.0
162.0,252.0,16.0,129.0,20586.0,155174.0,120659.0,33673.0,127.0,615.0,7541.0,261.0
160.0,235.0,14.0,145.0,22757.0,145296.0,131125.0,38909.0,142.0,618.0,9366.0,268.0
277.0,215.0,19.0,113.0,63128.0,148939.0,167183.0,50021.0,227.0,692.0,8799.0,442.0
147.0,222.0,11.0,138.0,20727.0,161782.0,119988.0,42746.0,141.0,728.0,10908.0,309.0
149.0,223.0,11.0,117.0,21062.0,167314.0,113096.0,27342.0,141.0,750.0,10281.0,233.0
182.0,210.0,18.0,123.0,30821.0,139800.0,152461.0,30618.0,169.0,665.0,8470.0,248.0
201.0,216.0,13.0,115.0,31014.0,147039.0,146278.0,49417.0,154.0,680.0,11252.0,429.0
181.0,207.0,16.0,118.0,24607.0,144363.0,137101.0,28249.0,135.0,697.0,8568.0,239.0
223.0,216.0,16.0,108.0,36304.0,141006.0,161464.0,37565.0,162.0,652.0,10091.0,347.0
