count_0,count_1,count_2,count_3,total_area_0,total_area_1,total_area_2,total_area_3,mean_area_0,mean_area_1,mean_area_2,mean_area_3
195.0,325.0,9.0,202.0,21430.0,201137.0,51373.0,42764.0,109.0,618.0,5708.0,211.0
301.0,321.0,7.0,180.0,33382.0,214769.0,35461.0,41326.0,110.0,669.0,5065.0,229.0
309.0,345.0,12.0,189.0,36007.0,202767.0,57469.0,51423.0,116.0,587.0,4789.0,272.0
429.0,332.0,14.0,145.0,59867.0,211006.0,69054.0,47989.0,139.0,635.0,4932.0,330.0
510.0,329.0,17.0,157.0,81520.0,207548.0,99304.0,50409.0,159.0,630.0,5841.0,321.0
327.0,328.0,16.0,174.0,48423.0,201649.0,65898.0,47700.0,148.0,614.0,4118.0,274.0
366.0,314.0,16.0,176.0,49568.0,201740.0,77099.0,61941.0,135.0,642.0,4818.0,351.0
369.0,322.0,17.0,201.0,51892.0,217341.0,83863.0,66308.0,140.0,674.0,4933.0,329.0
412.0,326.0,16.0,185.0,56438.0,230091.0,76148.0,62751.0,136.0,705.0,4759.0,339.0
372.0,332.0,21.0,199.0,51897.0,220598.0,92453.0,76027.0,139.0,664.0,4402.0,382.0
412.0,324.0,25.0,195.0,54553.0,202809.0,124479.0,75766.0,132.0,625.0,4979.0,388.0
429.0,340.0,23.0,202.0,55170.0,217217.0,114807.0,70428.0,128.0,638.0,4991.0,348.0
369.0,331.0,24.0,211.0,50049.0,218729.0,105437.0,76869.0,135.0,660.0,4393.0,364.0
383.0,348.0,22.0,229.0,46956.0,223451.0,99444.0,80314.0,122.0,642.0,4520.0,350.0
396.0,347.0,25.0,234.0,49482.0,234059.0,128882.0,75304.0,124.0,674.0,5155.0,321.0
370.0,333.0,29.0,232.0,57953.0,228198.0,146805.0,89718.0,156.0,685.0,5062.0,386.0
432.0,369.0,27.0,236.0,58602.0,249290.0,144082.0,89823.0,135.0,675.0,5336.0,380.0
206.0,455.0,16.0,284.0,22816.0,280142.0,98548.0,95049.0,110.0,615.0,6159.0,334.0
359.0,405.0,21.0,265.0,49065.0,262488.0,115886.0,86996.0,136.0,648.0,5518.0,328.0
323.0,444.0,19.0,248.0,39720.0,256350.0,105831.0,83463.0,122.0,577.0,5570.0,336.0
402.0,407.0,22.0,233.0,51456.0,269269.0,129770.0,81467.0,128.0,661.0,5898.0,349.0
418.0,403.0,21.0,243.0,56756.0,289535.0,123937.0,101429.0,135.0,718.0,5901.0,417.0
334.0,420.0,25.0,255.0,39239.0,269785.0,130070.0,70003.0,117.0,642.0,5202.0,274.0
381.0,410.0,21.0,258.0,43935.0,271362.0,134148.0,86057.0,115.0,661.0,6388.0,333.0
393.0,411.0,21.0,223.0,48971.0,296263.0,139219.0,71730.0,124.0,720.0,6629.0,321.0
469.0,405.0,33.0,235.0,62197.0,269510.0,190162.0,76126.0,132.0,665.0,5762.0,323.0
456.0,409.0,31.0,216.0,67767.0,270493.0,171460.0,74024.0,148.0,661.0,5530.0,342.0
445.0,425.0,29.0,249.0,63007.0,276040.0,183522.0,92133.0,141.0,649.0,6328.0,370.0
441.0,403.0,31.0,227.0,65917.0,282541.0,180455.0,81688.0,149.0,701.0,5821.0,359.0
404.0,442.0,26.0,250.0,49590.0,284405.0,163701.0,86555.0,122.0,643.0,6296.0,346.0
450.0,441.0,35.0,228.0,63955.0,271759.0,208031.0,100607.0,142.0,616.0,5943.0,441.0
424.0,435.0,32.0,247.0,58330.0,290544.0,183728.0,81065.0,137.0,667.0,5741.0,328.0
447.0,429.0,38.0,225.0,60498.0,279968.0,213936.0,84225.0,135.0,652.0,5629.0,374.0
454.0,460.0,30.0,248.0,56314.0,318273.0,199086.0,88220.0,124.0,691.0,6636.0,355.0
444.0,444.0,36.0,244.0,56342.0,286933.0,254788.0,74039.0,126.0,646.0,7077.0,303.0
381.0,462.0,34.0,270.0,47380.0,289519.0,218297.0,90407.0,124.0,626.0,6420.0,334.0
469.0,440.0,40.0,266.0,58562.0,299017.0,250866.0,96343.0,124.0,679.0,6271.0,362.0
497.0,469.0,44.0,251.0,67898.0,314962.0,274425.0,94706.0,136.0,671.0,6236.0,377.0
249.0,501.0,24.0,357.0,32334.0,350910.0,183131.0,108893.0,129.0,700.0,7630.0,305.0
488.0,500.0,37.0,277.0,65104.0,327699.0,273257.0,107981.0,133.0,655.0,7385.0,389.0
571.0,472.0,38.0,266.0,81831.0,336941.0,319733.0,90014.0,143.0,713.0,8414.0,338.0
225.0,572.0,25.0,275.0,23699.0,381418.0,181757.0,65516.0,105.0,666.0,7270.0,238.0
372.0,547.0,37.0,307.0,43470.0,338428.0,280380.0,89811.0,116.0,618.0,7577.0,292.0
441.0,483.0,45.0,255.0,56282.0,305883.0,336454.0,87499.0,127.0,633.0,7476.0,343.0
301.0,564.0,39.0,313.0,33330.0,334874.0,283215.0,75549.0,110.0,593.0,7261.0,241.0
222.0,576.0,29.0,332.0,25019.0,354232.0,222978.0,82447.0,112.0,614.0,7688.0,248.0
469.0,487.0,42.0,272.0,73601.0,338266.0,353785.0,89268.0,156.0,694.0,8423.0,328.0
423.0,525.0,42.0,260.0,52704.0,339678.0,361310.0,93964.0,124.0,647.0,8602.0,361.0
322.0,601.0,34.0,311.0,37899.0,370913.0,287192.0,89716.0,117.0,617.0,8446.0,288.0
252.0,610.0,33.0,294.0,26505.0,358325.0,272154.0,75472.0,105.0,587.0,8247.0,256.0
320.0,593.0,36.0,316.0,34017.0,349391.0,311755.0,77639.0,106.0,589.0,8659.0,245.0
419.0,519.0,41.0,250.0,51316.0,354763.0,406490.0,61019.0,122.0,683.0,9914.0,244.0
338.0,544.0,46.0,312.0,38182.0,330664.0,385479.0,87561.0,112.0,607.0,8379.0,280.0
402.0,545.0,43.0,245.0,48093.0,350184.0,359455.0,71372.0,119.0,642.0,8359.0,291.0
355.0,515.0,46.0,257.0,38859.0,329783.0,399314.0,83893.0,109.0,640.0,8680.0,326.0
273.0,598.0,45.0,323.0,29594.0,358345.0,339777.0,71596.0,108.0,599.0,7550.0,221.0
428.0,558.0,47.0,255.0,56421.0,351243.0,418672.0,83476.0,131.0,629.0,8907.0,327.0
288.0,582.0,42.0,349.0,31271.0,346804.0,360480.0,87722.0,108.0,595.0,8582.0,251.0
397.0,554.0,50.0,308.0,46487.0,334159.0,486126.0,74975.0,117.0,603.0,9722.0,243.0
382.0,584.0,49.0,314.0,42020.0,354934.0,419642.0,76511.0,110.0,607.0,8564.0,243.0
251.0,621.0,40.0,313.0,29140.0,346373.0,380123.0,69985.0,116.0,557.0,9503.0,223.0
258.0,646.0,47.0,340.0,27511.0,372921.0,379987.0,81323.0,106.0,577.0,8084.0,239.0
246.0,652.0,41.0,323.0,26015.0,387186.0,355765.0,65677.0,105.0,593.0,8677.0,203.0
363.0,572.0,49.0,285.0,42676.0,327740.0,460821.0,72892.0,117.0,572.0,9404.0,255.0
229.0,566.0,30.0,369.0,28588.0,354584.0,301708.0,77497.0,124.0,626.0,10056.0,210.0
96.0,729.0,18.0,332.0,9082.0,384143.0,234133.0,49280.0,94.0,526.0,13007.0,148.0
