count_0,count_1,count_2,count_3,total_area_0,total_area_1,total_area_2,total_area_3,mean_area_0,mean_area_1,mean_area_2,mean_area_3
120.0,264.0,6.0,139.0,16697.0,185551.0,56443.0,34452.0,139.0,702.0,9407.0,247.0
317.0,237.0,24.0,107.0,41867.0,158124.0,84349.0,33948.0,132.0,667.0,3514.0,317.0
340.0,231.0,25.0,101.0,48187.0,158898.0,97561.0,35348.0,141.0,687.0,3902.0,349.0
277.0,222.0,32.0,91.0,41754.0,141327.0,117522.0,31785.0,150.0,636.0,3672.0,349.0
237.0,235.0,27.0,83.0,32226.0,160206.0,100863.0,34350.0,135.0,681.0,3735.0,413.0
281.0,214.0,34.0,94.0,44791.0,145116.0,126001.0,34561.0,159.0,678.0,3705.0,367.0
212.0,210.0,31.0,85.0,29926.0,157224.0,124302.0,26386.0,141.0,748.0,4009.0,310.0
202.0,232.0,24.0,86.0,32964.0,183171.0,106687.0,21758.0,163.0,789.0,4445.0,253.0
254.0,250.0,29.0,87.0,39675.0,179189.0,123503.0,30323.0,156.0,716.0,4258.0,348.0
293.0,225.0,38.0,93.0,48252.0,155442.0,150074.0,45464.0,164.0,690.0,3949.0,488.0
292.0,224.0,38.0,87.0,47290.0,157162.0,147795.0,38700.0,161.0,701.0,3889.0,444.0
220.0,229.0,32.0,92.0,38035.0,159997.0,136511.0,32239.0,172.0,698.0,4265.0,350.0
235.0,243.0,33.0,97.0,35520.0,164056.0,139551.0,37941.0,151.0,675.0,4228.0,391.0
311.0,247.0,33.0,103.0,48740.0,163935.0,148102.0,36845.0,156.0,663.0,4487.0,357.0
247.0,250.0,41.0,108.0,38262.0,153565.0,157179.0,42666.0,154.0,614.0,3833.0,395.0
226.0,238.0,43.0,79.0,34115.0,150923.0,176209.0,26197.0,150.0,634.0,4097.0,331.0
265.0,251.0,43.0,86.0,39964.0,155652.0,185531.0,29807.0,150.0,620.0,4314.0,346.0
173.0,325.0,19.0,88.0,23844.0,235220.0,107244.0,25959.0,137.0,723.0,5644.0,294.0
305.0,273.0,42.0,98.0,47879.0,176001.0,201972.0,43272.0,156.0,644.0,4808.0,441.0
265.0,279.0,36.0,108.0,37386.0,190732.0,186256.0,39585.0,141.0,683.0,5173.0,366.0
311.0,288.0,39.0,107.0,47583.0,183505.0,207241.0,41383.0,153.0,637.0,5313.0,386.0
250.0,308.0,37.0,104.0,37285.0,206264.0,192355.0,29666.0,149.0,669.0,5198.0,285.0
284.0,292.0,45.0,102.0,44300.0,187196.0,219263.0,38084.0,155.0,641.0,4872.0,373.0
250.0,272.0,48.0,114.0,35322.0,180785.0,221720.0,37782.0,141.0,664.0,4619.0,331.0
251.0,291.0,43.0,113.0,40505.0,196902.0,217462.0,35590.0,161.0,676.0,5057.0,314.0
264.0,274.0,48.0,108.0,44166.0,187149.0,227296.0,37162.0,167.0,683.0,4735.0,344.0
368.0,314.0,46.0,130.0,60664.0,219114.0,231422.0,63071.0,164.0,697.0,5030.0,485.0
232.0,313.0,47.0,127.0,32418.0,188436.0,245118.0,38486.0,139.0,602.0,5215.0,303.0
348.0,304.0,50.0,112.0,61581.0,192861.0,268125.0,43339.0,176.0,634.0,5362.0,386.0
292.0,340.0,47.0,128.0,45544.0,199992.0,254954.0,41916.0,155.0,588.0,5424.0,327.0
279.0,331.0,44.0,143.0,39486.0,198961.0,264934.0,41560.0,141.0,601.0,6021.0,290.0
317.0,302.0,57.0,128.0,51596.0,184990.0,304045.0,53962.0,162.0,612.0,5334.0,421.0
346.0,321.0,44.0,135.0,48830.0,213842.0,266644.0,55134.0,141.0,666.0,6060.0,408.0
317.0,330.0,48.0,146.0,49546.0,207540.0,277616.0,54428.0,156.0,628.0,5783.0,372.0
313.0,351.0,48.0,131.0,47411.0,224479.0,290123.0,52811.0,151.0,639.0,6044.0,403.0
340.0,338.0,60.0,154.0,52216.0,202912.0,326319.0,55488.0,153.0,600.0,5438.0,360.0
319.0,352.0,54.0,129.0,44027.0,216484.0,299356.0,44530.0,138.0,615.0,5543.0,345.0
341.0,386.0,49.0,152.0,57932.0,227857.0,312800.0,51174.0,169.0,590.0,6383.0,336.0
214.0,443.0,35.0,201.0,25708.0,247580.0,247333.0,51861.0,120.0,558.0,7066.0,258.0
267.0,400.0,53.0,142.0,39334.0,238080.0,299307.0,45474.0,147.0,595.0,5647.0,320.0
236.0,432.0,47.0,154.0,29629.0,252845.0,289560.0,43456.0,125.0,585.0,6160.0,282.0
191.0,476.0,37.0,169.0,33431.0,276226.0,282663.0,47207.0,175.0,580.0,7639.0,279.0
108.0,514.0,33.0,177.0,11164.0,284087.0,229633.0,33314.0,103.0,552.0,6958.0,188.0
298.0,432.0,50.0,157.0,45206.0,265667.0,336627.0,54891.0,151.0,614.0,6732.0,349.0
355.0,433.0,52.0,148.0,56887.0,272755.0,402747.0,44500.0,160.0,629.0,7745.0,300.0
340.0,426.0,59.0,138.0,54441.0,269181.0,376335.0,41540.0,160.0,631.0,6378.0,301.0
303.0,471.0,58.0,139.0,42269.0,276481.0,373495.0,38978.0,139.0,587.0,6439.0,280.0
326.0,431.0,68.0,155.0,41912.0,239498.0,416573.0,44366.0,128.0,555.0,6126.0,286.0
266.0,445.0,70.0,166.0,33218.0,229704.0,421326.0,43295.0,124.0,516.0,6018.0,260.0
362.0,450.0,62.0,175.0,55426.0,276703.0,398019.0,50086.0,153.0,614.0,6419.0,286.0
353.0,432.0,65.0,152.0,48122.0,279109.0,430568.0,39797.0,136.0,646.0,6624.0,261.0
320.0,443.0,62.0,163.0,40638.0,292487.0,425140.0,43990.0,126.0,660.0,6857.0,269.0
