count_0,count_1,count_2,count_3,total_area_0,total_area_1,total_area_2,total_area_3,mean_area_0,mean_area_1,mean_area_2,mean_area_3
291.0,307.0,6.0,172.0,37095.0,226045.0,25572.0,50321.0,127.0,736.0,4262.0,292.0
518.0,278.0,35.0,130.0,80843.0,152383.0,110257.0,54087.0,156.0,548.0,3150.0,416.0
332.0,295.0,35.0,131.0,45290.0,145225.0,101895.0,31063.0,136.0,492.0,2911.0,237.0
448.0,316.0,35.0,145.0,57883.0,168284.0,100495.0,35465.0,129.0,532.0,2871.0,244.0
481.0,320.0,38.0,160.0,70337.0,159996.0,117437.0,38364.0,146.0,499.0,3090.0,239.0
512.0,313.0,47.0,165.0,66875.0,144262.0,131980.0,41388.0,130.0,460.0,2808.0,250.0
443.0,299.0,48.0,150.0,55974.0,132524.0,134381.0,32306.0,126.0,443.0,2799.0,215.0
508.0,308.0,52.0,152.0,81476.0,130956.0,145493.0,41979.0,160.0,425.0,2797.0,276.0
370.0,330.0,55.0,126.0,44695.0,125712.0,136162.0,23154.0,120.0,380.0,2475.0,183.0
416.0,348.0,54.0,133.0,56357.0,139328.0,130202.0,22636.0,135.0,400.0,2411.0,170.0
450.0,329.0,61.0,172.0,68526.0,121641.0,149017.0,37115.0,152.0,369.0,2442.0,215.0
467.0,329.0,55.0,154.0,73582.0,124978.0,147002.0,39640.0,157.0,379.0,2672.0,257.0
359.0,347.0,53.0,134.0,48954.0,136176.0,134565.0,26123.0,136.0,392.0,2538.0,194.0
430.0,353.0,51.0,146.0,56407.0,143106.0,137601.0,43959.0,131.0,405.0,2698.0,301.0
398.0,344.0,61.0,136.0,58792.0,121412.0,164153.0,34832.0,147.0,352.0,2691.0,256.0
398.0,355.0,59.0,156.0,59999.0,133705.0,159315.0,31702.0,150.0,376.0,2700.0,203.0
380.0,352.0,57.0,132.0,51742.0,138094.0,153338.0,26846.0,136.0,392.0,2690.0,203.0
110.0,403.0,17.0,142.0,17930.0,221369.0,58547.0,22138.0,163.0,549.0,3443.0,155.0
316.0,365.0,28.0,116.0,43554.0,191156.0,116747.0,25627.0,137.0,523.0,4169.0,220.0
295.0,338.0,31.0,118.0,42467.0,172925.0,137064.0,27343.0,143.0,511.0,4421.0,231.0
249.0,348.0,30.0,117.0,28854.0,164740.0,142611.0,20948.0,115.0,473.0,4753.0,179.0
170.0,350.0,29.0,93.0,18814.0,158958.0,137949.0,15528.0,110.0,454.0,4756.0,166.0
208.0,347.0,28.0,106.0,23382.0,167840.0,137436.0,19669.0,112.0,483.0,4908.0,185.0
167.0,361.0,32.0,99.0,16803.0,159343.0,138065.0,16275.0,100.0,441.0,4314.0,164.0
185.0,329.0,27.0,93.0,20375.0,164932.0,136238.0,20369.0,110.0,501.0,5045.0,219.0
143.0,311.0,25.0,98.0,14244.0,165587.0,121978.0,16832.0,99.0,532.0,4879.0,171.0
140.0,338.0,36.0,95.0,15359.0,147518.0,141127.0,15150.0,109.0,436.0,3920.0,159.0
185.0,345.0,32.0,103.0,23955.0,153696.0,146226.0,15271.0,129.0,445.0,4569.0,148.0
171.0,339.0,25.0,86.0,19294.0,167851.0,127370.0,14559.0,112.0,495.0,5094.0,169.0
185.0,323.0,28.0,90.0,19651.0,163065.0,128722.0,17369.0,106.0,504.0,4597.0,192.0
174.0,323.0,28.0,104.0,22318.0,148628.0,142948.0,16082.0,128.0,460.0,5105.0,154.0
160.0,333.0,31.0,104.0,25751.0,160326.0,134006.0,15136.0,160.0,481.0,4322.0,145.0
168.0,323.0,31.0,107.0,18476.0,143370.0,145638.0,14196.0,109.0,443.0,4698.0,132.0
172.0,310.0,25.0,103.0,22057.0,155523.0,126555.0,15035.0,128.0,501.0,5062.0,145.0
165.0,318.0,30.0,102.0,22136.0,135825.0,141263.0,11633.0,134.0,427.0,4708.0,114.0
152.0,321.0,25.0,93.0,16310.0,144546.0,128035.0,11914.0,107.0,450.0,5121.0,128.0
206.0,297.0,35.0,96.0,25469.0,132371.0,146494.0,14830.0,123.0,445.0,4185.0,154.0
144.0,326.0,27.0,89.0,16089.0,144765.0,126636.0,13024.0,111.0,444.0,4690.0,146.0
35.0,343.0,13.0,100.0,3161.0,187052.0,67794.0,17194.0,90.0,545.0,5214.0,171.0
131.0,309.0,29.0,115.0,12287.0,144504.0,144255.0,14569.0,93.0,467.0,4974.0,126.0
110.0,316.0,21.0,108.0,11746.0,155282.0,106499.0,15168.0,106.0,491.0,5071.0,140.0
