count_0,count_1,count_2,count_3,total_area_0,total_area_1,total_area_2,total_area_3,mean_area_0,mean_area_1,mean_area_2,mean_area_3
233.0,220.0,8.0,173.0,27351.0,172684.0,84959.0,45796.0,117.0,784.0,10619.0,264.0
471.0,214.0,48.0,191.0,63264.0,100360.0,144070.0,59774.0,134.0,468.0,3001.0,312.0
471.0,237.0,42.0,163.0,67211.0,109305.0,127424.0,46781.0,142.0,461.0,3033.0,287.0
606.0,258.0,40.0,207.0,84801.0,130729.0,128407.0,57636.0,139.0,506.0,3210.0,278.0
627.0,252.0,45.0,206.0,76998.0,114121.0,143147.0,68998.0,122.0,452.0,3181.0,334.0
519.0,250.0,45.0,194.0,60005.0,116663.0,137648.0,61158.0,115.0,466.0,3058.0,315.0
599.0,268.0,44.0,213.0,72284.0,135779.0,144907.0,72679.0,120.0,506.0,3293.0,341.0
421.0,266.0,43.0,181.0,49974.0,130932.0,136614.0,49401.0,118.0,492.0,3177.0,272.0
455.0,268.0,54.0,208.0,63427.0,114775.0,158429.0,65429.0,139.0,428.0,2933.0,314.0
440.0,263.0,53.0,174.0,59112.0,109009.0,175415.0,58922.0,134.0,414.0,3309.0,338.0
473.0,275.0,53.0,162.0,61355.0,115659.0,182086.0,59366.0,129.0,420.0,3435.0,366.0
566.0,272.0,71.0,206.0,77181.0,104786.0,222794.0,68874.0,136.0,385.0,3137.0,334.0
510.0,281.0,62.0,183.0,65723.0,128171.0,207436.0,55999.0,128.0,456.0,3345.0,306.0
545.0,270.0,62.0,206.0,77252.0,128157.0,209178.0,85181.0,141.0,474.0,3373.0,413.0
557.0,279.0,70.0,220.0,86306.0,121213.0,235775.0,85626.0,154.0,434.0,3368.0,389.0
490.0,290.0,67.0,199.0,73080.0,122847.0,212427.0,75691.0,149.0,423.0,3170.0,380.0
590.0,306.0,81.0,196.0,89613.0,131950.0,273922.0,57718.0,151.0,431.0,3381.0,294.0
253.0,329.0,11.0,187.0,34311.0,255345.0,73718.0,70177.0,135.0,776.0,6701.0,375.0
465.0,305.0,29.0,191.0,78213.0,221162.0,148381.0,104989.0,168.0,725.0,5116.0,549.0
381.0,328.0,29.0,172.0,57706.0,216348.0,159437.0,69837.0,151.0,659.0,5497.0,406.0
415.0,320.0,33.0,184.0,69607.0,217453.0,185869.0,81127.0,167.0,679.0,5632.0,440.0
422.0,320.0,34.0,177.0,77965.0,221819.0,172405.0,103371.0,184.0,693.0,5070.0,584.0
450.0,329.0,36.0,170.0,67384.0,229690.0,195937.0,79547.0,149.0,698.0,5442.0,467.0
433.0,332.0,34.0,214.0,66697.0,218065.0,177067.0,88672.0,154.0,656.0,5207.0,414.0
487.0,336.0,35.0,187.0,83501.0,237988.0,190919.0,82003.0,171.0,708.0,5454.0,438.0
453.0,368.0,34.0,181.0,67251.0,225628.0,188013.0,87875.0,148.0,613.0,5529.0,485.0
513.0,338.0,36.0,192.0,78753.0,230717.0,213448.0,95470.0,153.0,682.0,5929.0,497.0
488.0,323.0,36.0,173.0,72369.0,227638.0,232359.0,84846.0,148.0,704.0,6454.0,490.0
507.0,318.0,44.0,200.0,74016.0,223459.0,249383.0,82451.0,145.0,702.0,5667.0,412.0
550.0,350.0,48.0,177.0,96657.0,215289.0,258443.0,93508.0,175.0,615.0,5384.0,528.0
464.0,372.0,41.0,197.0,68097.0,228968.0,227992.0,88682.0,146.0,615.0,5560.0,450.0
456.0,369.0,43.0,198.0,71193.0,224612.0,245707.0,75031.0,156.0,608.0,5714.0,378.0
486.0,372.0,45.0,201.0,75187.0,231103.0,257246.0,87544.0,154.0,621.0,5716.0,435.0
415.0,401.0,45.0,222.0,59331.0,227515.0,253234.0,79491.0,142.0,567.0,5627.0,358.0
475.0,374.0,47.0,199.0,67932.0,229735.0,259815.0,83195.0,143.0,614.0,5527.0,418.0
574.0,384.0,42.0,201.0,93257.0,250357.0,256100.0,96491.0,162.0,651.0,6097.0,480.0
416.0,420.0,39.0,227.0,59842.0,259169.0,243437.0,74524.0,143.0,617.0,6241.0,328.0
486.0,433.0,47.0,212.0,83664.0,252633.0,293496.0,85693.0,172.0,583.0,6244.0,404.0
257.0,469.0,26.0,238.0,40189.0,320648.0,211700.0,64021.0,156.0,683.0,8142.0,268.0
549.0,367.0,53.0,213.0,86973.0,237233.0,344148.0,104926.0,158.0,646.0,6493.0,492.0
564.0,388.0,58.0,206.0,93120.0,218473.0,363897.0,105014.0,165.0,563.0,6274.0,509.0
308.0,473.0,27.0,245.0,40263.0,313010.0,246323.0,71625.0,130.0,661.0,9123.0,292.0
