count_0,count_1,count_2,count_3,total_area_0,total_area_1,total_area_2,total_area_3,mean_area_0,mean_area_1,mean_area_2,mean_area_3
224.0,293.0,4.0,174.0,31252.0,230005.0,23360.0,48640.0,139.0,785.0,5840.0,279.0
394.0,305.0,25.0,144.0,56200.0,179594.0,100224.0,51410.0,142.0,588.0,4008.0,357.0
431.0,246.0,31.0,160.0,60217.0,164718.0,115176.0,51495.0,139.0,669.0,3715.0,321.0
435.0,270.0,30.0,154.0,62742.0,158333.0,126554.0,56345.0,144.0,586.0,4218.0,365.0
368.0,290.0,32.0,140.0,53046.0,157279.0,126177.0,37152.0,144.0,542.0,3943.0,265.0
374.0,308.0,37.0,161.0,49624.0,160835.0,125450.0,50236.0,132.0,522.0,3390.0,312.0
296.0,303.0,38.0,167.0,38033.0,144875.0,130350.0,55326.0,128.0,478.0,3430.0,331.0
272.0,303.0,38.0,138.0,39624.0,152415.0,130280.0,44863.0,145.0,503.0,3428.0,325.0
178.0,328.0,36.0,149.0,22285.0,154135.0,128149.0,33944.0,125.0,469.0,3559.0,227.0
272.0,330.0,38.0,138.0,39917.0,154115.0,150614.0,43505.0,146.0,467.0,3963.0,315.0
287.0,334.0,46.0,165.0,39705.0,159084.0,161260.0,49455.0,138.0,476.0,3505.0,299.0
342.0,346.0,40.0,165.0,47516.0,165356.0,158992.0,55331.0,138.0,477.0,3974.0,335.0
338.0,325.0,46.0,155.0,41647.0,157361.0,174295.0,52517.0,123.0,484.0,3789.0,338.0
370.0,296.0,46.0,160.0,54001.0,152544.0,195892.0,51358.0,145.0,515.0,4258.0,320.0
391.0,315.0,41.0,169.0,68015.0,156600.0,190134.0,61161.0,173.0,497.0,4637.0,361.0
384.0,302.0,44.0,167.0,58006.0,152311.0,200973.0,53615.0,151.0,504.0,4567.0,321.0
422.0,337.0,42.0,181.0,59866.0,172379.0,208257.0,66837.0,141.0,511.0,4958.0,369.0
165.0,384.0,14.0,197.0,17501.0,266254.0,113002.0,37699.0,106.0,693.0,8071.0,191.0
372.0,353.0,27.0,190.0,58079.0,235073.0,172813.0,61350.0,156.0,665.0,6400.0,322.0
329.0,367.0,23.0,177.0,42297.0,242457.0,183041.0,67486.0,128.0,660.0,7958.0,381.0
268.0,374.0,20.0,211.0,33489.0,271968.0,140849.0,67087.0,124.0,727.0,7042.0,317.0
369.0,359.0,28.0,218.0,56904.0,233815.0,196506.0,82378.0,154.0,651.0,7018.0,377.0
323.0,375.0,26.0,208.0,49293.0,241043.0,185978.0,58156.0,152.0,642.0,7153.0,279.0
409.0,343.0,25.0,188.0,55721.0,236469.0,212358.0,68390.0,136.0,689.0,8494.0,363.0
307.0,345.0,27.0,197.0,43655.0,254585.0,199049.0,49469.0,142.0,737.0,7372.0,251.0
351.0,352.0,28.0,219.0,48030.0,250052.0,206785.0,66145.0,136.0,710.0,7385.0,302.0
335.0,350.0,28.0,221.0,41829.0,248538.0,223344.0,66439.0,124.0,710.0,7976.0,300.0
395.0,332.0,31.0,197.0,55195.0,223948.0,274874.0,62182.0,139.0,674.0,8866.0,315.0
405.0,369.0,27.0,230.0,57597.0,263996.0,246257.0,66108.0,142.0,715.0,9120.0,287.0
337.0,384.0,32.0,243.0,40591.0,230232.0,251963.0,73340.0,120.0,599.0,7873.0,301.0
416.0,359.0,37.0,242.0,56657.0,223307.0,289361.0,86207.0,136.0,622.0,7820.0,356.0
426.0,389.0,35.0,226.0,57520.0,268784.0,285627.0,82667.0,135.0,690.0,8160.0,365.0
456.0,398.0,36.0,225.0,60572.0,253763.0,280630.0,100018.0,132.0,637.0,7795.0,444.0
411.0,455.0,30.0,242.0,50796.0,312372.0,237794.0,77148.0,123.0,686.0,7926.0,318.0
482.0,449.0,36.0,242.0,62664.0,283572.0,277540.0,87946.0,130.0,631.0,7709.0,363.0
471.0,427.0,32.0,242.0,68349.0,288302.0,271864.0,87545.0,145.0,675.0,8495.0,361.0
425.0,399.0,36.0,243.0,59025.0,270984.0,290446.0,100798.0,138.0,679.0,8067.0,414.0
528.0,417.0,40.0,240.0,80957.0,295209.0,328485.0,95011.0,153.0,707.0,8212.0,395.0
295.0,493.0,25.0,264.0,42693.0,309654.0,286752.0,66897.0,144.0,628.0,11470.0,253.0
401.0,455.0,30.0,244.0,51811.0,312591.0,301093.0,87888.0,129.0,687.0,10036.0,360.0
472.0,424.0,33.0,231.0,68161.0,306111.0,352243.0,95207.0,144.0,721.0,10674.0,412.0
207.0,550.0,21.0,301.0,24371.0,361187.0,245971.0,81843.0,117.0,656.0,11712.0,271.0
342.0,482.0,38.0,248.0,43071.0,340457.0,322953.0,80375.0,125.0,706.0,8498.0,324.0
372.0,469.0,35.0,272.0,44892.0,300112.0,354110.0,86845.0,120.0,639.0,10117.0,319.0
353.0,532.0,33.0,270.0,43989.0,334721.0,335234.0,75877.0,124.0,629.0,10158.0,281.0
360.0,516.0,40.0,248.0,47026.0,289271.0,383599.0,82124.0,130.0,560.0,9589.0,331.0
436.0,496.0,43.0,272.0,61084.0,318950.0,387089.0,88446.0,140.0,643.0,9002.0,325.0
430.0,482.0,41.0,247.0,55657.0,307064.0,421445.0,77763.0,129.0,637.0,10279.0,314.0
434.0,486.0,44.0,262.0,60548.0,324458.0,408902.0,74110.0,139.0,667.0,9293.0,282.0
372.0,554.0,44.0,276.0,46135.0,314152.0,406133.0,76514.0,124.0,567.0,9230.0,277.0
509.0,518.0,46.0,257.0,68931.0,302915.0,463213.0,96668.0,135.0,584.0,10069.0,376.0
467.0,483.0,43.0,265.0,62540.0,330292.0,447962.0,105054.0,133.0,683.0,10417.0,396.0
497.0,498.0,48.0,233.0,71410.0,327439.0,494942.0,83573.0,143.0,657.0,10311.0,358.0
495.0,509.0,46.0,225.0,72635.0,294958.0,527948.0,100207.0,146.0,579.0,11477.0,445.0
394.0,575.0,40.0,258.0,54886.0,333550.0,423657.0,76121.0,139.0,580.0,10591.0,295.0
365.0,585.0,38.0,278.0,46338.0,320981.0,459677.0,84797.0,126.0,548.0,12096.0,305.0
386.0,532.0,43.0,268.0,50878.0,317751.0,481141.0,93008.0,131.0,597.0,11189.0,347.0
58.0,758.0,25.0,289.0,6458.0,321459.0,257473.0,41812.0,111.0,424.0,10298.0,144.0
286.0,663.0,36.0,329.0,33060.0,359332.0,389969.0,70370.0,115.0,541.0,10832.0,213.0
365.0,567.0,49.0,294.0,42947.0,325169.0,508567.0,95967.0,117.0,573.0,10378.0,326.0
473.0,527.0,46.0,232.0,65574.0,333238.0,549559.0,99159.0,138.0,632.0,11946.0,427.0
415.0,541.0,51.0,272.0,55101.0,340780.0,537336.0,84213.0,132.0,629.0,10536.0,309.0
258.0,674.0,36.0,324.0,29114.0,390397.0,413268.0,74509.0,112.0,579.0,11479.0,229.0
414.0,612.0,48.0,262.0,54235.0,352551.0,570584.0,72700.0,131.0,576.0,11887.0,277.0
193.0,712.0,22.0,396.0,18184.0,394353.0,331780.0,66249.0,94.0,553.0,15080.0,167.0
446.0,627.0,42.0,332.0,57466.0,326834.0,486795.0,73802.0,128.0,521.0,11590.0,222.0
421.0,623.0,37.0,350.0,56913.0,368092.0,478414.0,85150.0,135.0,590.0,12930.0,243.0
330.0,599.0,31.0,367.0,36247.0,349233.0,403006.0,93191.0,109.0,583.0,13000.0,253.0
126.0,769.0,25.0,399.0,12184.0,375084.0,310473.0,71227.0,96.0,487.0,12418.0,178.0
252.0,698.0,31.0,404.0,28999.0,348487.0,391692.0,85530.0,115.0,499.0,12635.0,211.0
218.0,691.0,29.0,426.0,25655.0,374058.0,363721.0,85693.0,117.0,541.0,12542.0,201.0
148.0,723.0,26.0,447.0,14754.0,391703.0,328079.0,90785.0,99.0,541.0,12618.0,203.0
209.0,674.0,24.0,380.0,26364.0,398945.0,364012.0,77174.0,126.0,591.0,15167.0,203.0
242.0,650.0,30.0,400.0,26938.0,371043.0,431820.0,93093.0,111.0,570.0,14394.0,232.0
182.0,586.0,31.0,445.0,19666.0,339645.0,414710.0,96286.0,108.0,579.0,13377.0,216.0
132.0,670.0,26.0,371.0,13578.0,386238.0,352003.0,79801.0,102.0,576.0,13538.0,215.0
190.0,548.0,31.0,383.0,22296.0,334652.0,465156.0,102621.0,117.0,610.0,15005.0,267.0
100.0,695.0,26.0,400.0,9305.0,347304.0,362509.0,87544.0,93.0,499.0,13942.0,218.0
157.0,600.0,29.0,387.0,17167.0,353666.0,422639.0,88787.0,109.0,589.0,14573.0,229.0
207.0,589.0,31.0,385.0,21664.0,334682.0,467874.0,95976.0,104.0,568.0,15092.0,249.0
211.0,593.0,31.0,377.0,22849.0,355876.0,504846.0,89885.0,108.0,600.0,16285.0,238.0
166.0,621.0,26.0,403.0,18311.0,360673.0,426413.0,82250.0,110.0,580.0,16400.0,204.0
81.0,685.0,30.0,410.0,7229.0,328610.0,441512.0,82040.0,89.0,479.0,14717.0,200.0
216.0,615.0,32.0,377.0,22437.0,325250.0,539681.0,95013.0,103.0,528.0,16865.0,252.0
155.0,629.0,30.0,383.0,15822.0,327898.0,507845.0,80253.0,102.0,521.0,16928.0,209.0
225.0,578.0,31.0,359.0,26542.0,319419.0,588626.0,92167.0,117.0,552.0,18987.0,256.0
73.0,674.0,25.0,392.0,6778.0,344018.0,483006.0,66717.0,92.0,510.0,19320.0,170.0
68.0,590.0,30.0,372.0,6611.0,308878.0,505238.0,69200.0,97.0,523.0,16841.0,186.0
121.0,609.0,29.0,358.0,12810.0,327094.0,576004.0,72159.0,105.0,537.0,19862.0,201.0
101.0,642.0,33.0,359.0,9966.0,319545.0,527025.0,68628.0,98.0,497.0,15970.0,191.0
45.0,772.0,23.0,324.0,4370.0,388090.0,359204.0,45463.0,97.0,502.0,15617.0,140.0
119.0,610.0,28.0,357.0,11337.0,340043.0,559298.0,64996.0,95.0,557.0,19974.0,182.0
